"CategoryID",Category Name,CodeSonar Class Mnemonic,CodeSonar Class Name,"RelationshipType (categoryto class)"
CWE:1,Location,"FB.CORRECTNESS.NM_BAD_EQUAL","Class defines equal(Object),should it be equals(Object)?","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.HE_EQUALS_USE_HASHCODE","Class defines equals() and usesObject.hashCode()","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.HE_EQUALS_NO_HASHCODE","Class defines equals() but nothashCode()","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.HE_HASHCODE_USE_OBJECT_EQUALS","Class defines hashCode() anduses Object.equals()","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.HE_HASHCODE_NO_EQUALS","Class defines hashCode() butnot equals()","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NM_LCASE_TOSTRING","Class defines tostring(), should itbe toString()?","hierarchyancestor"
CWE:1,Location,FB.BAD_PRACTICE.CN_IDIOM,"Class implements Cloneable butdoes not define or use clonemethod","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.HE_INHERITS_EQUALS_USE_HASHCODE","Class inherits equals() and usesObject.hashCode()","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.SE_NO_SUITABLE_CONSTRUCTOR_FOR_EXTERNALIZATION","Class is Externalizable butdoesn't define a void constructor","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.SE_NO_SUITABLE_CONSTRUCTOR","Class is Serializable but itssuperclass doesn't define a voidconstructor","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.NM_CLASS_NOT_EXCEPTION","Class is not derived from anException, even though it isnamed as such","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.NM_CLASS_NAMING_CONVENTION","Class names should start with anupper case letter","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.NM_SAME_SIMPLE_NAME_AS_INTERFACE","Class names shouldn't shadowsimple name of implementedinterface","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.NM_SAME_SIMPLE_NAME_AS_SUPERCLASS","Class names shouldn't shadowsimple name of superclass","hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.DP_CREATE_CLASSLOADER_INSIDE_DO_PRIVILEGED","Classloaders should only becreated inside doPrivilegedblock","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.WS_WRITEOBJECT_SYNC","Classs writeObject() method issynchronized but nothing else is","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.NP_CLONE_COULD_RETURN_NULL",Clone method may return null,"hierarchyancestor"
CWE:1,Location,PMD.Design.CloseResource,Close Resource,"hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.DMI_COLLECTIONS_SHOULD_NOT_CONTAIN_THEMSELVES","Collections should not containthemselves","hierarchyancestor"
CWE:1,Location,"PMD.Design.CompareObjectsWithEquals",Compare Objects With Equals,"hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.ES_COMPARING_STRINGS_WITH_EQ","Comparison of String objectsusing == or !=","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.ES_COMPARING_PARAMETER_STRING_WITH_EQ","Comparison of String parameterusing == or !=","hierarchyancestor"
CWE:1,Location,"FB.STYLE.IM_AVERAGE_COMPUTATION_COULD_OVERFLOW","Computation of average couldoverflow","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.NM_CONFUSING",Confusing method names,"hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.EQ_SELF_NO_OBJECT","Covariant equals() methoddefined","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.AM_CREATES_EMPTY_JAR_FILE_ENTRY",Creates an empty jar file entry,"hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.AM_CREATES_EMPTY_ZIP_FILE_ENTRY",Creates an empty zip file entry,"hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.DMI_SCHEDULED_THREAD_POOL_EXECUTOR_WITH_ZERO_CORE_THREADS","Creation ofScheduledThreadPoolExecutorwith zero core threads","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.SF_DEAD_STORE_DUE_TO_SWITCH_FALLTHROUGH","Dead store due to switchstatement fall through","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.SF_DEAD_STORE_DUE_TO_SWITCH_FALLTHROUGH_TO_THROW","Dead store due to switchstatement fall through to throw","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.DLS_DEAD_STORE_OF_CLASS_LITERAL",Dead store of class literal,"hierarchyancestor"
CWE:1,Location,"FB.STYLE.DLS_DEAD_LOCAL_STORE_OF_NULL","Dead store of null to localvariable","hierarchyancestor"
CWE:1,Location,"FB.STYLE.DLS_DEAD_LOCAL_STORE",Dead store to local variable,"hierarchyancestor"
CWE:1,Location,"FB.STYLE.DLS_DEAD_LOCAL_STORE_SHADOWS_FIELD","Dead store to local variable thatshadows field","hierarchyancestor"
CWE:1,Location,"PMD.Controversial.DoNotCallGarbageCollectionExplicitly","Do Not Call Garbage CollectionExplicitly","hierarchyancestor"
CWE:1,Location,PMD.J2EE.DoNotCallSystemExit,Do Not Call System Exit,"hierarchyancestor"
CWE:1,Location,"PMD.Android.DoNotHardCodeSDCard",Do Not Hard Code SD Card,"hierarchyancestor"
CWE:1,Location,PMD.J2EE.DoNotUseThreads,Do Not Use Threads,"hierarchyancestor"
CWE:1,Location,FB.CORRECTNESS.DMI_DOH,"Doh! A nonsensical methodinvocation","hierarchyancestor"
CWE:1,Location,PMD.Basic.DontCallThreadRun,Don't Call Thread Run,"hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.FE_TEST_IF_EQUAL_TO_NOT_A_NUMBER",Doomed test for equality to NaN,"hierarchyancestor"
CWE:1,Location,"PMD.Basic.DoubleCheckedLocking",Double Checked Locking,"hierarchyancestor"
CWE:1,Location,"FB.STYLE.SA_FIELD_DOUBLE_ASSIGNMENT",Double assignment of field,"hierarchyancestor"
CWE:1,Location,"FB.STYLE.SA_LOCAL_DOUBLE_ASSIGNMENT","Double assignment of localvariable","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.DMI_LONG_BITS_TO_DOUBLE_INVOKED_ON_INT","Double.longBitsToDoubleinvoked on an int","hierarchyancestor"
CWE:1,Location,"PMD.Empty-Code.EmptyCatchBlock",Empty Catch Block,"hierarchyancestor"
CWE:1,Location,"PMD.Empty-Code.EmptySynchronizedBlock",Empty Synchronized Block,"hierarchyancestor"
CWE:1,Location,"FB.SECURITY.DMI_EMPTY_DB_PASSWORD",Empty database password,"hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.ESync_EMPTY_SYNC",Empty synchronized block,"hierarchyancestor"
CWE:1,Location,PMD.Design.EqualsNull,Equals Null,"hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.BC_EQUALS_METHOD_SHOULD_WORK_FOR_ALL_OBJECTS","Equals method should notassume anything about the typeof its argument","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.RV_EXCEPTION_NOT_THROWN","Exception created and droppedrather than thrown","hierarchyancestor"
CWE:1,Location,FB.PERFORMANCE.DM_GC,"Explicit garbage collection;extremely dubious except inbenchmarking code","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.FI_EXPLICIT_INVOCATION",Explicit invocation of finalizer,"hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.MS_MUTABLE_HASHTABLE",Field is a mutable Hashtable,"hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.MS_MUTABLE_ARRAY",Field is a mutable array,"hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.MS_CANNOT_BE_FINAL","Field isn't final and can't beprotected from malicious code","hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.MS_SHOULD_BE_FINAL",Field isn't final but should be,"hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.NM_FIELD_NAMING_CONVENTION","Field names should start with alower case letter","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.IS_FIELD_NOT_GUARDED","Field not guarded againstconcurrent access","hierarchyancestor"
CWE:1,Location,"FB.STYLE.UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR","Field not initialized in constructorbut dereferenced without nullcheck","hierarchyancestor"
CWE:1,Location,"CTS.Locking.CCE_CC_FIELD_LOCK_WRITE","Field reassigned while holding alock on its value","hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.MS_FINAL_PKGPROTECT","Field should be both final andpackage protected","hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.MS_OOI_PKGPROTECT","Field should be moved out of aninterface and made packageprotected","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.JCIP_FIELD_ISNT_FINAL_IN_IMMUTABLE_CLASS","Fields of immutable classesshould be final","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.RE_CANT_USE_FILE_SEPARATOR_AS_REGULAR_EXPRESSION","File.separator used for regularexpression","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.FI_MISSING_SUPER_CALL","Finalizer does not callsuperclass finalizer","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.FI_NULLIFY_SUPER","Finalizer nullifies superclassfinalizer","hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.FI_PUBLIC_SHOULD_BE_PROTECTED","Finalizer should be protected,not public","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.VA_FORMAT_STRING_BAD_ARGUMENT","Format string placeholderincompatible with passedargument","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.VA_FORMAT_STRING_MISSING_ARGUMENT","Format string references missingargument","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.DMI_FUTILE_ATTEMPT_TO_CHANGE_MAXPOOL_SIZE_OF_SCHEDULED_THREAD_POOL_EXECUTOR","Futile attempt to change maxpool size ofScheduledThreadPoolExecutor","hierarchyancestor"
CWE:1,Location,"FB.SECURITY.HRS_REQUEST_PARAMETER_TO_HTTP_HEADER","HTTP Response splittingvulnerability","hierarchyancestor"
CWE:1,Location,"FB.SECURITY.HRS_REQUEST_PARAMETER_TO_COOKIE","HTTP cookie formed fromuntrusted input","hierarchyancestor"
CWE:1,Location,"FB.SECURITY.DMI_CONSTANT_DB_PASSWORD","Hardcoded constant databasepassword","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.VA_FORMAT_STRING_ILLEGAL",Illegal format string,"hierarchyancestor"
CWE:1,Location,"FB.STYLE.NP_IMMEDIATE_DEREFERENCE_OF_READLINE","Immediate dereference of theresult of readLine()","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.BC_IMPOSSIBLE_CAST",Impossible cast,"hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.BC_IMPOSSIBLE_DOWNCAST",Impossible downcast,"hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.BC_IMPOSSIBLE_DOWNCAST_OF_TOARRAY","Impossible downcast of toArray()result","hierarchyancestor"
CWE:1,Location,FB.CORRECTNESS.BIT_IOR,Incompatible bitwise-or masks,"hierarchyancestor"
CWE:1,Location,"CTS.Locking.CCE_SL_INCONSISTENT_COL","Inconsistent collectionsynchronisation","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.IS2_INCONSISTENT_SYNC",Inconsistent synchronization,"hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.LI_LAZY_INIT_UPDATE_STATIC","Incorrect lazy initialization andupdate of static field","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.LI_LAZY_INIT_STATIC","Incorrect lazy initialization ofstatic field","hierarchyancestor"
CWE:1,Location,FB.STYLE.INT_BAD_REM_BY_1,Integer remainder modulo 1,"hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.RE_BAD_SYNTAX_FOR_REGULAR_EXPRESSION","Invalid syntax for regularexpression","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.DMI_INVOKING_HASHCODE_ON_ARRAY","Invocation of hashCode on anarray","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.DMI_INVOKING_TOSTRING_ON_ARRAY",Invocation of toString on an array,"hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.DMI_INVOKING_TOSTRING_ON_ANONYMOUS_ARRAY","Invocation of toString on anunnamed array","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.RU_INVOKE_RUN","Invokes run on a thread (did youmean to start it instead?)","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.IT_NO_SUCH_ELEMENT","Iterator next() method can't throwNoSuchElementException","hierarchyancestor"
CWE:1,Location,"FB.SECURITY.XSS_REQUEST_PARAMETER_TO_JSP_WRITER","JSP reflected cross site scriptingvulnerability","hierarchyancestor"
CWE:1,Location,"FB.STYLE.NP_LOAD_OF_KNOWN_NULL_VALUE",Load of known null value,"hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.EI_EXPOSE_REP2","May expose internalrepresentation by incorporatingreference to mutable object","hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.EI_EXPOSE_REP","May expose internalrepresentation by returningreference to mutable object","hierarchyancestor"
CWE:1,Location,"PMD.Naming.MethodNamingConventions",Method Naming Conventions,"hierarchyancestor"
CWE:1,Location,"PMD.Security-Code-Guidelines.MethodReturnsInternalArray",Method Returns Internal Array,"hierarchyancestor"
CWE:1,Location,"PMD.Naming.MethodWithSameNameAsEnclosingClass","Method With Same Name AsEnclosing Class","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.QBA_QUESTIONABLE_BOOLEAN_ASSIGNMENT","Method assigns boolean literal inboolean expression","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.SQL_BAD_PREPARED_STATEMENT_ACCESS","Method attempts to access aprepared statement parameterwith index 0","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.SQL_BAD_RESULTSET_ACCESS","Method attempts to access aresult set field with index 0","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NP_NULL_PARAM_DEREF_ALL_TARGETS_DANGEROUS","Method call passes null fornonnull parameter (deref all)","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NP_NULL_PARAM_DEREF","Method call passes null fornonnull parameter (deref)","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NP_NONNULL_PARAM_VIOLATION","Method call passes null to anonnull parameter","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.SWL_SLEEP_WITH_LOCK_HELD","Method calls Thread.sleep() witha lock held","hierarchyancestor"
CWE:1,Location,"FB.STYLE.RV_CHECK_FOR_POSITIVE_INDEXOF","Method checks to see if result ofString.indexOf is positive","hierarchyancestor"
CWE:1,Location,"FB.STYLE.RV_DONT_JUST_NULL_CHECK_READLINE","Method discards result ofreadLine after checking if it isnonnull","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NP_ARGUMENT_MIGHT_BE_NULL","Method does not check for nullargument","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.UL_UNRELEASED_LOCK_EXCEPTION_PATH","Method does not release lock onall exception paths","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NM_WRONG_PACKAGE","Method doesn't override methodin superclass due to wrongpackage for parameter","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.NM_WRONG_PACKAGE_INTENTIONAL","Method doesn't override methodin superclass due to wrongpackage for parameter(intentional)","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","Method ignores exceptionalreturn value","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.RR_NOT_CHECKED","Method ignores results ofInputStream.read()","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.SR_NOT_CHECKED","Method ignores results ofInputStream.skip()","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.RV_RETURN_VALUE_IGNORED",Method ignores return value,"hierarchyancestor"
CWE:1,Location,"FB.STYLE.RV_RETURN_VALUE_IGNORED_INFERRED","Method ignores return value, isthis OK?","hierarchyancestor"
CWE:1,Location,"FB.MALICIOUS_CODE.DP_DO_INSIDE_DO_PRIVILEGED","Method invoked that should beonly be invoked inside adoPrivileged block","hierarchyancestor"
CWE:1,Location,FB.BAD_PRACTICE.DM_EXIT,Method invokes System.exit(...),"hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.DM_RUN_FINALIZERS_ON_EXIT","Method invokes dangerousmethod runFinalizersOnExit","hierarchyancestor"
CWE:1,Location,"FB.EXPERIMENTAL.OBL_UNSATISFIED_OBLIGATION","Method may fail to clean upstream or resource","hierarchyancestor"
CWE:1,Location,"FB.EXPERIMENTAL.OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE","Method may fail to clean upstream or resource on checkedexception","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.ODR_OPEN_DATABASE_RESOURCE","Method may fail to closedatabase resource","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH","Method may fail to closedatabase resource on exception","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.OS_OPEN_STREAM_EXCEPTION_PATH","Method may fail to close streamon exception","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NP_NONNULL_RETURN_VIOLATION","Method may return null, but isdeclared @NonNull","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.DE_MIGHT_DROP",Method might drop exception,"hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.DE_MIGHT_IGNORE",Method might ignore exception,"hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.SE_METHOD_MUST_BE_PRIVATE","Method must be private in orderfor serialization to work","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.NM_METHOD_NAMING_CONVENTION","Method names should start witha lower case letter","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.ML_SYNC_ON_UPDATED_FIELD","Method synchronizes on anupdated field","hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.NP_BOOLEAN_RETURN_NULL","Method with Boolean return typereturns explicit null","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.MWN_MISMATCHED_NOTIFY",Mismatched notify(),"hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.MWN_MISMATCHED_WAIT",Mismatched wait(),"hierarchyancestor"
CWE:1,Location,PMD.Basic.MisplacedNullCheck,Misplaced Null Check,"hierarchyancestor"
CWE:1,Location,PMD.Design.MissingBreakInSwitch,Missing Break In Switch,"hierarchyancestor"
CWE:1,Location,CTS.Locking.CCE_SL_MIXED_COL,Mixed collection synchronisation,"hierarchyancestor"
CWE:1,Location,CTS.Locking.CCE_SL_MIXED,Mixed synchronisation,"hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.DM_MONITOR_WAIT_ON_CONDITION","Monitor wait() called onCondition","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.VA_FORMAT_STRING_EXTRA_ARGUMENTS_PASSED","More arguments are passedthan are actually used in theformat string","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.MSF_MUTABLE_SERVLET_FIELD",Mutable servlet field,"hierarchyancestor"
CWE:1,Location,"FB.BAD_PRACTICE.RV_NEGATING_RESULT_OF_COMPARETO","Negating the result ofcompareTo()/compare()","hierarchyancestor"
CWE:1,Location,"PMD.Design.NonThreadSafeSingleton",Non Thread Safe Singleton,"hierarchyancestor"
CWE:1,Location,"CTS.Collections.CCE_CC_NON_ATOMIC_CP","Non atomic Check/Put on thread-safe collection","hierarchyancestor"
CWE:1,Location,"FB.STYLE.DMI_NONSERIALIZABLE_OBJECT_WRITTEN","Non serializable object written toObjectOutput","hierarchyancestor"
CWE:1,Location,"FB.STYLE.VA_FORMAT_STRING_BAD_CONVERSION_TO_BOOLEAN","Non-Boolean argumentformatted using %b formatspecifier","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NP_NULL_PARAM_DEREF_NONVIRTUAL","Non-virtual method call passesnull for nonnull parameter","hierarchyancestor"
CWE:1,Location,"FB.SECURITY.SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE","Nonconstant string passed toexecute method on an SQLstatement","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NP_ALWAYS_NULL",Null pointer dereference,"hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NP_ALWAYS_NULL_EXCEPTION","Null pointer dereference inmethod on exception path","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NP_GUARANTEED_DEREF","Null value is guaranteed to bedereferenced","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE","Nullcheck of value previouslydereferenced","hierarchyancestor"
CWE:1,Location,"PMD.Basic.OverrideBothEqualsAndHashcode","Override Both Equals AndHashcode","hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.DLS_OVERWRITTEN_INCREMENT",Overwritten increment,"hierarchyancestor"
CWE:1,Location,"FB.STYLE.NP_PARAMETER_MUST_BE_NONNULL_BUT_MARKED_AS_NULLABLE","Parameter must be nonnull but ismarked as nullable","hierarchyancestor"
CWE:1,Location,"FB.MT_CORRECTNESS.DC_DOUBLECHECK",Possible double check of field,"hierarchyancestor"
CWE:1,Location,"FB.CORRECTNESS.NP_NULL_ON_SOME_PATH",Possible null pointer dereference,"hierarchyancestor"
